User ID,User Age,User Gender,User Income,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities
8216,43,Other,120636,Rio de Janeiro,2046-06-29,3,Family Visit,Bus,Hostel,6772,2242,4530,4,Delta,Cultural Exploration
8217,56,Male,135822,Paris,2046-06-30,18,Leisure,Car,Airbnb,8746,3331,5415,1,Lufthansa,Relaxation
8218,60,Male,132636,Rio de Janeiro,2046-07-01,11,Family Visit,Plane,Hotel,5211,2033,3178,5,Qatar,Sightseeing
8219,39,Female,89612,Cape Town,2046-07-02,6,Business,Car,Hotel,6693,2658,4035,4,Lufthansa,Sightseeing
8220,35,Other,32516,Paris,2046-07-03,7,Leisure,Plane,Airbnb,701,387,314,4,Qatar,Sightseeing
8221,22,Female,125706,Rio de Janeiro,2046-07-04,11,Leisure,Bus,Resort,6842,3364,3478,4,United,Adventure Sports
8222,24,Male,147716,Sydney,2046-07-05,10,Business,Bus,Airbnb,9273,4701,4572,2,United,Adventure Sports
8223,26,Male,99293,Cape Town,2046-07-06,15,Business,Car,Hostel,2355,1018,1337,4,Lufthansa,Sightseeing
8224,18,Male,98561,Sydney,2046-07-07,20,Business,Train,Hotel,4255,1954,2301,4,United,Sightseeing
8225,51,Other,141482,Cape Town,2046-07-08,12,Business,Bus,Airbnb,4355,1593,2762,1,Delta,Adventure Sports
8226,48,Female,24177,Tokyo,2046-07-09,10,Leisure,Plane,Resort,9691,5785,3906,2,Lufthansa,Cultural Exploration
8227,31,Male,43176,Paris,2046-07-10,13,Leisure,Bus,Hostel,1410,702,708,4,Delta,Adventure Sports
8228,59,Other,72401,Sydney,2046-07-11,14,Leisure,Train,Airbnb,5686,2837,2849,1,Lufthansa,Relaxation
8229,68,Male,39359,Cape Town,2046-07-12,13,Leisure,Train,Airbnb,6750,3300,3450,3,Qatar,Cultural Exploration
8230,66,Female,61383,Sydney,2046-07-13,15,Business,Bus,Airbnb,9472,3099,6373,1,Emirates,Adventure Sports
8231,28,Other,115610,Tokyo,2046-07-14,17,Family Visit,Train,Resort,9589,4950,4639,3,Delta,Adventure Sports
8232,26,Other,75846,Paris,2046-07-15,20,Leisure,Car,Resort,6848,2164,4684,3,Emirates,Adventure Sports
8233,68,Male,87321,Cape Town,2046-07-16,10,Leisure,Bus,Airbnb,7082,3084,3998,2,Emirates,Relaxation
8234,57,Male,93141,Cape Town,2046-07-17,2,Leisure,Plane,Hostel,3816,2229,1587,5,Lufthansa,Relaxation
8235,67,Female,80983,Tokyo,2046-07-18,2,Business,Plane,Hotel,2807,927,1880,1,Lufthansa,Adventure Sports
8236,46,Male,141188,Sydney,2046-07-19,9,Family Visit,Bus,Hotel,726,333,393,2,United,Adventure Sports
8237,51,Male,40229,Sydney,2046-07-20,20,Family Visit,Train,Hotel,6036,2419,3617,3,Emirates,Sightseeing
8238,53,Male,41651,Cape Town,2046-07-21,13,Family Visit,Train,Hostel,3873,1746,2127,3,Qatar,Sightseeing
8239,40,Female,106095,Cape Town,2046-07-22,15,Leisure,Train,Hostel,8868,2830,6038,4,Lufthansa,Relaxation
8240,29,Other,69095,New York,2046-07-23,8,Business,Train,Hostel,2359,1067,1292,3,Qatar,Cultural Exploration
8241,57,Male,37862,Paris,2046-07-24,11,Business,Plane,Airbnb,6018,2915,3103,3,Delta,Cultural Exploration
8242,69,Female,129552,Sydney,2046-07-25,16,Leisure,Plane,Hotel,5427,1819,3608,1,Emirates,Adventure Sports
8243,65,Male,33798,New York,2046-07-26,17,Family Visit,Car,Hotel,2924,1211,1713,5,Delta,Cultural Exploration
8244,29,Female,25662,Sydney,2046-07-27,11,Family Visit,Bus,Hostel,1200,461,739,3,Emirates,Cultural Exploration
8245,62,Female,56002,Cape Town,2046-07-28,14,Family Visit,Plane,Hostel,8433,2553,5880,1,United,Cultural Exploration
8246,37,Other,67665,Sydney,2046-07-29,4,Family Visit,Bus,Hostel,2803,1081,1722,5,Delta,Relaxation
8247,29,Male,62506,Rio de Janeiro,2046-07-30,19,Business,Car,Resort,7305,4157,3148,5,Emirates,Cultural Exploration
8248,30,Male,40288,Paris,2046-07-31,11,Leisure,Bus,Airbnb,4128,2227,1901,3,United,Adventure Sports
8249,67,Other,39030,Rio de Janeiro,2046-08-01,4,Family Visit,Train,Resort,6053,1932,4121,5,Lufthansa,Adventure Sports
8250,18,Other,63098,Cape Town,2046-08-02,3,Leisure,Train,Resort,7912,4552,3360,1,Delta,Adventure Sports
8251,40,Male,107304,Cape Town,2046-08-03,19,Business,Train,Airbnb,7886,2561,5325,4,Qatar,Relaxation
8252,21,Other,69404,Sydney,2046-08-04,16,Family Visit,Train,Hotel,9999,5790,4209,3,Qatar,Relaxation
8253,66,Female,56074,Tokyo,2046-08-05,12,Family Visit,Bus,Hostel,5331,1600,3731,3,Delta,Relaxation
8254,45,Female,76576,Cape Town,2046-08-06,16,Leisure,Plane,Resort,3879,2084,1795,1,Emirates,Sightseeing
8255,22,Female,124457,Cape Town,2046-08-07,6,Business,Bus,Hostel,5270,2116,3154,3,Lufthansa,Adventure Sports
8256,36,Female,123742,Cape Town,2046-08-08,20,Business,Train,Airbnb,7805,3274,4531,2,Delta,Adventure Sports
8257,34,Other,144743,Sydney,2046-08-09,1,Family Visit,Train,Resort,6905,2900,4005,3,Emirates,Cultural Exploration
8258,28,Male,83166,Tokyo,2046-08-10,20,Leisure,Bus,Airbnb,1184,408,776,2,Lufthansa,Sightseeing
8259,48,Other,48078,Tokyo,2046-08-11,13,Leisure,Car,Hostel,4559,1412,3147,5,Emirates,Relaxation
8260,34,Other,93612,Cape Town,2046-08-12,20,Family Visit,Car,Resort,661,213,448,1,Delta,Adventure Sports
8261,41,Other,79013,New York,2046-08-13,7,Family Visit,Bus,Airbnb,1379,718,661,3,Emirates,Adventure Sports
8262,25,Male,24791,Paris,2046-08-14,6,Leisure,Car,Airbnb,6285,3311,2974,1,Emirates,Sightseeing
8263,35,Male,110910,New York,2046-08-15,9,Leisure,Train,Airbnb,6167,1954,4213,4,Delta,Relaxation
8264,41,Other,60509,Tokyo,2046-08-16,20,Family Visit,Bus,Hostel,5842,2209,3633,4,Qatar,Sightseeing
8265,69,Other,73553,New York,2046-08-17,18,Leisure,Car,Hostel,5713,2108,3605,1,Qatar,Cultural Exploration
8266,69,Female,147318,Paris,2046-08-18,3,Leisure,Car,Resort,4643,2261,2382,1,United,Sightseeing
8267,55,Male,79511,Sydney,2046-08-19,8,Business,Car,Resort,9448,3707,5741,2,Qatar,Relaxation
8268,59,Other,48062,Rio de Janeiro,2046-08-20,17,Business,Car,Airbnb,6626,2503,4123,1,United,Cultural Exploration
8269,21,Female,71789,New York,2046-08-21,18,Business,Car,Hotel,4603,1908,2695,1,Delta,Sightseeing
8270,47,Female,123898,Sydney,2046-08-22,3,Business,Train,Resort,4912,2178,2734,2,Delta,Sightseeing
8271,23,Female,38486,New York,2046-08-23,18,Leisure,Bus,Resort,4089,2282,1807,2,Emirates,Sightseeing
8272,43,Female,34187,Tokyo,2046-08-24,5,Leisure,Train,Resort,2066,1134,932,3,Qatar,Relaxation
8273,50,Female,90040,Cape Town,2046-08-25,6,Leisure,Car,Airbnb,7392,3601,3791,1,Emirates,Cultural Exploration
8274,23,Male,40975,Tokyo,2046-08-26,4,Leisure,Car,Hostel,4783,2487,2296,2,United,Sightseeing
8275,18,Male,129517,Rio de Janeiro,2046-08-27,8,Business,Plane,Hostel,8180,2527,5653,4,Lufthansa,Sightseeing
8276,58,Female,140085,Paris,2046-08-28,14,Leisure,Train,Hostel,9235,5378,3857,3,Lufthansa,Cultural Exploration
8277,27,Female,36662,Cape Town,2046-08-29,11,Business,Plane,Resort,4739,1557,3182,3,United,Adventure Sports
8278,37,Female,42570,Sydney,2046-08-30,4,Family Visit,Car,Hotel,840,306,534,4,Emirates,Sightseeing
8279,48,Male,110851,Cape Town,2046-08-31,13,Family Visit,Bus,Resort,1195,685,510,3,Lufthansa,Relaxation
8280,69,Other,34367,Paris,2046-09-01,14,Family Visit,Train,Airbnb,7870,2510,5360,3,Qatar,Relaxation
8281,26,Male,139639,Paris,2046-09-02,19,Business,Plane,Hotel,7122,3660,3462,5,Emirates,Relaxation
8282,52,Female,49199,Paris,2046-09-03,3,Leisure,Plane,Hotel,9088,3880,5208,2,United,Sightseeing
8283,36,Male,54878,Sydney,2046-09-04,17,Family Visit,Bus,Airbnb,3226,1420,1806,1,Delta,Adventure Sports
8284,45,Male,57082,Sydney,2046-09-05,6,Business,Bus,Airbnb,6019,2151,3868,1,Delta,Sightseeing
8285,33,Male,137696,Tokyo,2046-09-06,17,Business,Train,Airbnb,5556,2556,3000,5,Lufthansa,Cultural Exploration
8286,24,Male,101771,New York,2046-09-07,18,Family Visit,Train,Resort,8600,4318,4282,3,Delta,Cultural Exploration
8287,68,Male,59574,Paris,2046-09-08,13,Leisure,Train,Hotel,947,353,594,4,United,Sightseeing
8288,38,Female,29419,Paris,2046-09-09,14,Business,Car,Hotel,6351,3576,2775,1,Lufthansa,Relaxation
8289,24,Female,149911,Paris,2046-09-10,17,Family Visit,Plane,Airbnb,3007,1465,1542,2,Lufthansa,Cultural Exploration
8290,62,Other,145692,Tokyo,2046-09-11,10,Leisure,Train,Hostel,1319,674,645,4,United,Adventure Sports
8291,18,Other,90412,Rio de Janeiro,2046-09-12,6,Leisure,Plane,Hostel,6399,2624,3775,2,Qatar,Adventure Sports
8292,28,Male,85599,Tokyo,2046-09-13,1,Business,Plane,Hostel,8539,2678,5861,3,Qatar,Relaxation
8293,63,Male,32835,Rio de Janeiro,2046-09-14,1,Family Visit,Bus,Hostel,5933,3397,2536,1,Lufthansa,Relaxation
8294,68,Male,100904,Rio de Janeiro,2046-09-15,8,Family Visit,Bus,Hostel,2759,1003,1756,3,Delta,Cultural Exploration
8295,29,Other,71214,New York,2046-09-16,18,Family Visit,Train,Hotel,3667,1375,2292,1,Emirates,Sightseeing
8296,31,Female,103012,Cape Town,2046-09-17,4,Business,Train,Hostel,5685,1977,3708,3,Emirates,Cultural Exploration
8297,61,Male,90340,Rio de Janeiro,2046-09-18,1,Leisure,Car,Airbnb,1564,530,1034,2,United,Cultural Exploration
8298,19,Male,67419,Tokyo,2046-09-19,9,Family Visit,Car,Resort,3379,1605,1774,5,United,Adventure Sports
8299,59,Other,80382,Rio de Janeiro,2046-09-20,11,Family Visit,Car,Airbnb,9112,4838,4274,5,Emirates,Relaxation
8300,51,Male,105680,Rio de Janeiro,2046-09-21,17,Leisure,Train,Hotel,8257,3922,4335,1,Lufthansa,Relaxation
8301,69,Female,143366,Tokyo,2046-09-22,1,Family Visit,Train,Hotel,9594,4363,5231,4,Emirates,Sightseeing
8302,21,Female,32577,Rio de Janeiro,2046-09-23,17,Business,Bus,Resort,6630,3143,3487,3,Qatar,Adventure Sports
8303,56,Male,124707,Cape Town,2046-09-24,5,Business,Car,Resort,6482,2130,4352,3,Emirates,Sightseeing
8304,44,Female,107094,Cape Town,2046-09-25,5,Leisure,Train,Hostel,670,364,306,1,United,Relaxation
8305,28,Other,23683,New York,2046-09-26,4,Family Visit,Plane,Airbnb,9687,3454,6233,1,Lufthansa,Relaxation
8306,58,Other,134232,Tokyo,2046-09-27,6,Family Visit,Train,Airbnb,9873,5811,4062,3,Delta,Sightseeing
8307,59,Female,26084,Rio de Janeiro,2046-09-28,9,Business,Plane,Airbnb,3497,1454,2043,5,Lufthansa,Relaxation
8308,64,Other,143586,Sydney,2046-09-29,1,Business,Train,Resort,7820,4147,3673,3,United,Cultural Exploration
8309,50,Female,130831,Paris,2046-09-30,1,Business,Plane,Hostel,7299,3617,3682,2,Delta,Adventure Sports
8310,41,Female,120050,Tokyo,2046-10-01,12,Business,Car,Hostel,4465,2346,2119,1,Delta,Adventure Sports
8311,44,Male,59060,Sydney,2046-10-02,17,Family Visit,Train,Airbnb,6787,3143,3644,5,Emirates,Relaxation
8312,54,Male,117143,Sydney,2046-10-03,6,Family Visit,Plane,Hostel,4468,1459,3009,5,Delta,Sightseeing
8313,47,Female,65024,New York,2046-10-04,3,Leisure,Car,Hostel,1909,1109,800,2,Emirates,Adventure Sports
8314,44,Male,117662,Paris,2046-10-05,11,Business,Plane,Hostel,6296,3351,2945,3,Emirates,Adventure Sports
8315,34,Other,133543,Paris,2046-10-06,7,Business,Train,Hotel,5537,2324,3213,3,Delta,Adventure Sports
8316,38,Male,79902,Sydney,2046-10-07,1,Business,Plane,Resort,3384,2013,1371,4,Lufthansa,Relaxation
8317,31,Female,46146,New York,2046-10-08,16,Family Visit,Bus,Resort,784,464,320,2,Qatar,Relaxation
8318,63,Other,92532,Paris,2046-10-09,8,Leisure,Car,Resort,5814,2946,2868,3,United,Cultural Exploration
8319,37,Other,36632,Paris,2046-10-10,14,Family Visit,Plane,Hostel,7231,4210,3021,5,Qatar,Sightseeing
8320,23,Male,143187,Cape Town,2046-10-11,2,Family Visit,Bus,Airbnb,5983,2872,3111,4,Qatar,Sightseeing
8321,52,Other,30504,Cape Town,2046-10-12,12,Family Visit,Plane,Resort,9553,3429,6124,2,Emirates,Adventure Sports
8322,32,Female,136926,New York,2046-10-13,12,Family Visit,Car,Hostel,6444,3258,3186,3,Delta,Relaxation
8323,31,Male,145376,Tokyo,2046-10-14,11,Family Visit,Bus,Airbnb,7815,4260,3555,3,Delta,Relaxation
8324,28,Other,90928,Paris,2046-10-15,19,Leisure,Plane,Hostel,8473,3554,4919,2,Lufthansa,Cultural Exploration
8325,21,Female,108024,Tokyo,2046-10-16,16,Family Visit,Car,Hotel,6329,3275,3054,2,Delta,Sightseeing
8326,36,Male,75742,Rio de Janeiro,2046-10-17,2,Business,Train,Hostel,8273,4775,3498,3,Qatar,Cultural Exploration
8327,67,Female,144530,Cape Town,2046-10-18,7,Family Visit,Car,Hotel,4830,2222,2608,1,Lufthansa,Sightseeing
8328,64,Other,35740,Rio de Janeiro,2046-10-19,6,Leisure,Train,Resort,3166,1337,1829,2,Lufthansa,Sightseeing
8329,65,Other,114269,New York,2046-10-20,11,Family Visit,Bus,Airbnb,3948,1435,2513,2,Lufthansa,Sightseeing
8330,39,Female,40892,Tokyo,2046-10-21,17,Leisure,Bus,Airbnb,1279,427,852,5,United,Cultural Exploration
8331,63,Female,52329,New York,2046-10-22,20,Business,Plane,Resort,641,330,311,3,Lufthansa,Sightseeing
8332,18,Male,49286,Rio de Janeiro,2046-10-23,2,Family Visit,Bus,Airbnb,8258,4277,3981,1,Emirates,Relaxation
8333,29,Male,41793,Sydney,2046-10-24,9,Family Visit,Train,Hotel,3665,1136,2529,3,Lufthansa,Sightseeing
8334,59,Male,33458,Sydney,2046-10-25,9,Leisure,Bus,Resort,8236,4263,3973,3,Emirates,Relaxation
8335,43,Female,118887,Paris,2046-10-26,15,Business,Train,Hotel,5591,1763,3828,5,Delta,Relaxation
8336,48,Other,115629,Sydney,2046-10-27,18,Business,Train,Airbnb,1075,324,751,2,Emirates,Cultural Exploration
8337,68,Male,130965,Sydney,2046-10-28,17,Leisure,Plane,Hostel,8289,3684,4605,4,United,Adventure Sports
8338,55,Other,118165,Rio de Janeiro,2046-10-29,9,Business,Bus,Hostel,3974,1405,2569,1,Lufthansa,Cultural Exploration
8339,67,Female,117098,Paris,2046-10-30,8,Leisure,Train,Hostel,4809,2497,2312,2,Emirates,Cultural Exploration
8340,62,Male,34896,Paris,2046-10-31,1,Business,Car,Resort,2946,1110,1836,1,Emirates,Cultural Exploration
8341,66,Male,128726,Paris,2046-11-01,17,Business,Bus,Hostel,1331,750,581,2,Lufthansa,Cultural Exploration
8342,45,Other,100413,Rio de Janeiro,2046-11-02,7,Leisure,Bus,Hostel,721,410,311,1,Lufthansa,Cultural Exploration
8343,60,Male,30845,Sydney,2046-11-03,15,Leisure,Plane,Hotel,5860,2940,2920,1,United,Relaxation
8344,48,Male,111598,Paris,2046-11-04,11,Business,Bus,Hotel,9815,5098,4717,3,Delta,Sightseeing
8345,22,Other,95241,Paris,2046-11-05,8,Leisure,Bus,Resort,6925,2990,3935,1,Delta,Cultural Exploration
8346,67,Female,100109,Rio de Janeiro,2046-11-06,14,Family Visit,Bus,Resort,8038,3528,4510,1,Emirates,Cultural Exploration
8347,66,Other,139031,Sydney,2046-11-07,10,Family Visit,Bus,Hotel,2078,787,1291,1,Delta,Relaxation
8348,42,Female,107128,Paris,2046-11-08,17,Business,Bus,Hotel,2151,1276,875,5,Emirates,Cultural Exploration
8349,54,Female,33538,Rio de Janeiro,2046-11-09,12,Leisure,Bus,Hostel,4924,2708,2216,1,Emirates,Cultural Exploration
8350,47,Male,66660,Cape Town,2046-11-10,8,Leisure,Car,Hotel,6863,2353,4510,3,Delta,Adventure Sports
8351,21,Female,27291,Rio de Janeiro,2046-11-11,18,Family Visit,Bus,Resort,8740,4122,4618,1,United,Adventure Sports
8352,48,Other,63650,Tokyo,2046-11-12,10,Leisure,Car,Hostel,1601,773,828,1,Delta,Cultural Exploration
8353,66,Male,109566,Cape Town,2046-11-13,18,Leisure,Train,Hotel,8962,3493,5469,1,Delta,Cultural Exploration
8354,39,Male,98015,Cape Town,2046-11-14,17,Family Visit,Plane,Hostel,6029,2839,3190,1,Qatar,Sightseeing
8355,36,Other,24373,Cape Town,2046-11-15,11,Leisure,Car,Airbnb,7278,2826,4452,1,Emirates,Cultural Exploration
8356,68,Other,47813,Tokyo,2046-11-16,1,Business,Car,Resort,7011,3715,3296,1,United,Sightseeing
8357,62,Other,28214,Tokyo,2046-11-17,19,Family Visit,Plane,Resort,6181,3588,2593,3,Delta,Cultural Exploration
8358,22,Male,114144,Sydney,2046-11-18,2,Leisure,Plane,Hotel,8833,3411,5422,5,Delta,Relaxation
8359,56,Male,144876,Paris,2046-11-19,7,Business,Car,Hotel,4077,2048,2029,1,Delta,Relaxation
8360,68,Male,44816,Paris,2046-11-20,17,Leisure,Car,Hostel,9636,3782,5854,1,Emirates,Sightseeing
8361,49,Other,114416,Sydney,2046-11-21,2,Family Visit,Car,Hotel,9430,4877,4553,4,Qatar,Cultural Exploration
8362,52,Other,86362,Sydney,2046-11-22,10,Leisure,Bus,Hostel,8860,2819,6041,1,United,Cultural Exploration
8363,53,Male,123973,Sydney,2046-11-23,17,Family Visit,Train,Hostel,3283,1829,1454,4,Qatar,Cultural Exploration
8364,27,Female,127345,Sydney,2046-11-24,4,Business,Bus,Resort,3290,1237,2053,4,Emirates,Relaxation
8365,69,Male,127154,Rio de Janeiro,2046-11-25,15,Business,Plane,Airbnb,3550,1584,1966,2,Qatar,Relaxation
8366,40,Other,148068,Rio de Janeiro,2046-11-26,9,Business,Car,Resort,4599,2104,2495,4,Lufthansa,Sightseeing
8367,30,Other,83470,Paris,2046-11-27,15,Leisure,Train,Resort,9068,3172,5896,3,Qatar,Adventure Sports
8368,61,Male,108908,Paris,2046-11-28,7,Business,Car,Hostel,8308,2934,5374,4,Qatar,Sightseeing
8369,50,Other,106993,Cape Town,2046-11-29,18,Leisure,Train,Resort,2579,1197,1382,2,Qatar,Adventure Sports
8370,55,Female,38021,Cape Town,2046-11-30,4,Leisure,Car,Resort,9497,2958,6539,2,United,Cultural Exploration
8371,68,Female,81206,Sydney,2046-12-01,7,Leisure,Car,Resort,5481,2051,3430,1,Delta,Adventure Sports
8372,60,Other,68833,Paris,2046-12-02,7,Business,Car,Hostel,546,241,305,3,Emirates,Sightseeing
8373,34,Female,117539,Rio de Janeiro,2046-12-03,9,Leisure,Plane,Resort,3269,1445,1824,3,Qatar,Adventure Sports
8374,32,Other,143298,Sydney,2046-12-04,4,Leisure,Car,Hostel,9740,4050,5690,5,United,Cultural Exploration
8375,52,Male,94739,Paris,2046-12-05,11,Leisure,Train,Airbnb,8264,2843,5421,4,Emirates,Adventure Sports
8376,69,Female,148829,Sydney,2046-12-06,10,Business,Train,Hotel,1976,1131,845,2,Delta,Cultural Exploration
8377,49,Other,126503,Rio de Janeiro,2046-12-07,10,Business,Train,Hotel,6970,4061,2909,3,Lufthansa,Relaxation
8378,45,Male,30573,Cape Town,2046-12-08,10,Family Visit,Train,Hostel,7570,3486,4084,4,United,Adventure Sports
8379,35,Other,140787,Cape Town,2046-12-09,9,Business,Bus,Hotel,5652,2778,2874,1,Qatar,Cultural Exploration
8380,61,Male,86928,Tokyo,2046-12-10,1,Business,Bus,Hotel,2291,1319,972,2,United,Sightseeing
8381,40,Other,48741,New York,2046-12-11,8,Family Visit,Car,Hotel,4668,1814,2854,4,Delta,Cultural Exploration
8382,33,Female,81299,Rio de Janeiro,2046-12-12,14,Business,Car,Airbnb,8380,2683,5697,1,Emirates,Adventure Sports
8383,36,Female,102625,Rio de Janeiro,2046-12-13,7,Business,Plane,Resort,1273,724,549,2,United,Relaxation
8384,37,Male,147573,Sydney,2046-12-14,10,Leisure,Plane,Hotel,5858,1882,3976,2,Delta,Relaxation
8385,34,Female,105330,Rio de Janeiro,2046-12-15,4,Business,Car,Hostel,9236,3175,6061,4,Qatar,Cultural Exploration
8386,47,Female,24169,New York,2046-12-16,7,Family Visit,Train,Hotel,4934,1632,3302,4,United,Cultural Exploration
8387,61,Female,86519,New York,2046-12-17,18,Business,Train,Resort,1797,971,826,3,Qatar,Sightseeing
8388,30,Male,73030,New York,2046-12-18,13,Leisure,Bus,Hostel,5167,1773,3394,1,Lufthansa,Relaxation
8389,36,Other,47651,Tokyo,2046-12-19,17,Business,Car,Hostel,566,251,315,4,Delta,Relaxation
8390,19,Other,42632,Tokyo,2046-12-20,12,Family Visit,Plane,Resort,2248,951,1297,4,Qatar,Relaxation
8391,36,Female,77500,Paris,2046-12-21,4,Family Visit,Train,Airbnb,1362,452,910,5,Qatar,Adventure Sports
8392,45,Male,76643,Sydney,2046-12-22,16,Leisure,Plane,Hotel,1097,491,606,3,Lufthansa,Adventure Sports
8393,25,Other,113320,Cape Town,2046-12-23,12,Leisure,Bus,Resort,5758,3434,2324,3,United,Adventure Sports
8394,28,Other,81466,Sydney,2046-12-24,2,Leisure,Car,Hotel,9220,5353,3867,3,Qatar,Cultural Exploration
8395,34,Male,30962,Tokyo,2046-12-25,6,Leisure,Train,Hostel,2520,1069,1451,5,United,Relaxation
8396,68,Other,96597,Tokyo,2046-12-26,7,Family Visit,Train,Hotel,4343,1459,2884,4,United,Cultural Exploration
8397,33,Male,133177,Sydney,2046-12-27,16,Family Visit,Bus,Resort,4296,1437,2859,1,Lufthansa,Relaxation
8398,20,Female,73565,New York,2046-12-28,10,Leisure,Train,Airbnb,1620,717,903,4,Emirates,Cultural Exploration
8399,37,Female,71677,Sydney,2046-12-29,6,Business,Bus,Resort,7775,2415,5360,2,United,Sightseeing
8400,37,Male,57408,Tokyo,2046-12-30,15,Leisure,Bus,Airbnb,1839,682,1157,3,Lufthansa,Relaxation
8401,46,Male,81135,Tokyo,2046-12-31,9,Business,Car,Hotel,9390,3811,5579,3,United,Cultural Exploration
8402,65,Male,136775,Sydney,2047-01-01,13,Family Visit,Bus,Resort,8903,4082,4821,4,Emirates,Sightseeing
8403,20,Female,73253,New York,2047-01-02,17,Leisure,Bus,Airbnb,7774,3675,4099,4,Lufthansa,Cultural Exploration
8404,26,Other,136172,Paris,2047-01-03,14,Business,Car,Airbnb,3878,1531,2347,3,Qatar,Adventure Sports
8405,32,Male,145480,New York,2047-01-04,19,Family Visit,Car,Resort,3826,1516,2310,3,Emirates,Relaxation
8406,33,Other,139725,Tokyo,2047-01-05,6,Family Visit,Plane,Hostel,7830,2533,5297,1,Delta,Sightseeing
8407,55,Other,101430,Rio de Janeiro,2047-01-06,11,Business,Train,Hotel,5419,3139,2280,4,Emirates,Adventure Sports
8408,62,Male,118574,Paris,2047-01-07,19,Family Visit,Plane,Hostel,6966,2949,4017,1,Emirates,Sightseeing
8409,42,Other,38317,Cape Town,2047-01-08,19,Family Visit,Plane,Hostel,8489,4295,4194,1,Delta,Relaxation
8410,19,Female,102866,Sydney,2047-01-09,4,Business,Car,Hostel,8494,4670,3824,5,Qatar,Cultural Exploration
8411,68,Female,70581,Paris,2047-01-10,10,Family Visit,Plane,Airbnb,6955,4009,2946,2,Delta,Adventure Sports
8412,48,Male,79437,Paris,2047-01-11,20,Leisure,Bus,Hostel,2332,733,1599,5,Emirates,Adventure Sports
8413,37,Other,22458,Tokyo,2047-01-12,1,Business,Bus,Airbnb,7614,3830,3784,5,Qatar,Cultural Exploration
8414,41,Male,76703,Rio de Janeiro,2047-01-13,8,Leisure,Plane,Airbnb,9701,3913,5788,2,Qatar,Relaxation
8415,41,Female,61965,Paris,2047-01-14,2,Business,Train,Hostel,7059,3667,3392,4,Emirates,Relaxation
8416,43,Male,145524,Paris,2047-01-15,11,Leisure,Car,Resort,2171,689,1482,5,Delta,Relaxation
8417,36,Male,138126,Sydney,2047-01-16,16,Business,Car,Resort,1016,315,701,5,Qatar,Relaxation
8418,27,Other,85489,New York,2047-01-17,1,Business,Bus,Resort,2352,1391,961,2,Lufthansa,Sightseeing
8419,38,Other,84494,Rio de Janeiro,2047-01-18,13,Business,Train,Hotel,1183,508,675,5,Emirates,Cultural Exploration
8420,54,Male,95143,New York,2047-01-19,7,Leisure,Plane,Airbnb,5819,2460,3359,4,Lufthansa,Relaxation
8421,59,Other,80303,Paris,2047-01-20,20,Family Visit,Bus,Airbnb,7318,3549,3769,3,United,Cultural Exploration
8422,21,Female,116294,Cape Town,2047-01-21,4,Business,Plane,Hotel,7867,3906,3961,4,Lufthansa,Cultural Exploration
8423,26,Female,97444,Sydney,2047-01-22,6,Family Visit,Car,Hotel,3309,1635,1674,2,Lufthansa,Relaxation
8424,67,Female,131446,Tokyo,2047-01-23,20,Business,Plane,Hotel,3561,1216,2345,3,United,Cultural Exploration
8425,60,Female,48788,Cape Town,2047-01-24,2,Business,Train,Hostel,5416,2023,3393,2,Qatar,Sightseeing
8426,31,Other,63075,Tokyo,2047-01-25,7,Leisure,Train,Hostel,8233,4757,3476,3,Lufthansa,Adventure Sports
8427,53,Other,50615,New York,2047-01-26,4,Family Visit,Plane,Airbnb,3630,2042,1588,3,Emirates,Sightseeing
8428,27,Female,74254,Paris,2047-01-27,10,Business,Plane,Hostel,6111,2745,3366,1,Lufthansa,Relaxation
8429,56,Other,44579,Tokyo,2047-01-28,16,Leisure,Car,Resort,8871,3579,5292,5,Emirates,Relaxation
8430,56,Female,32268,Cape Town,2047-01-29,11,Business,Plane,Resort,6760,2548,4212,3,Qatar,Cultural Exploration
8431,57,Male,21865,Cape Town,2047-01-30,6,Family Visit,Bus,Resort,8309,4647,3662,4,Emirates,Adventure Sports
8432,21,Male,134354,Tokyo,2047-01-31,15,Leisure,Car,Airbnb,793,273,520,4,Lufthansa,Cultural Exploration
8433,36,Male,29436,New York,2047-02-01,16,Family Visit,Car,Resort,8995,2952,6043,1,Qatar,Cultural Exploration
8434,52,Female,42913,New York,2047-02-02,9,Business,Bus,Hotel,5914,2702,3212,2,Delta,Adventure Sports
8435,35,Female,62597,Tokyo,2047-02-03,14,Business,Bus,Hostel,6461,3143,3318,3,Emirates,Cultural Exploration
8436,21,Female,145620,Cape Town,2047-02-04,9,Leisure,Train,Airbnb,2199,1026,1173,3,Emirates,Sightseeing
8437,45,Other,20441,Paris,2047-02-05,5,Leisure,Bus,Hostel,7399,2668,4731,4,Lufthansa,Relaxation
8438,50,Male,98344,Tokyo,2047-02-06,1,Family Visit,Train,Airbnb,6944,3774,3170,1,Emirates,Relaxation
8439,34,Other,130601,Tokyo,2047-02-07,4,Leisure,Plane,Airbnb,7739,4239,3500,2,Lufthansa,Relaxation
8440,61,Other,67757,Paris,2047-02-08,20,Leisure,Bus,Hostel,660,226,434,4,United,Sightseeing
