User ID,User Age,User Gender,User Income,Starting Place,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities,Starting Destination
9367,48,Female,42045,USA,Paris,2049-08-23,1,Business,Car,Airbnb,6490,3032,3458,5,Delta,Sightseeing,India
9368,54,Female,106345,Australia,Cape Town,2049-08-24,20,Business,Train,Resort,2433,1289,1144,2,Delta,Adventure Sports,India
9369,36,Female,69717,UK,Cape Town,2049-08-25,2,Leisure,Train,Hostel,6968,3672,3296,2,Lufthansa,Sightseeing,India
9370,39,Male,35567,India,Cape Town,2049-08-26,18,Family Visit,Plane,Resort,5668,3362,2306,4,Delta,Sightseeing,India
9371,63,Female,21285,UK,Rio de Janeiro,2049-08-27,1,Family Visit,Car,Airbnb,3472,1592,1880,1,Lufthansa,Adventure Sports,India
9372,27,Other,148513,UK,New York,2049-08-28,7,Leisure,Bus,Hotel,7454,3744,3710,3,United,Cultural Exploration,India
9373,20,Male,119674,India,Rio de Janeiro,2049-08-29,20,Business,Bus,Hotel,3880,2217,1663,5,United,Relaxation,India
9374,51,Other,139273,Australia,Rio de Janeiro,2049-08-30,9,Business,Car,Hostel,2384,1113,1271,5,United,Relaxation,India
9375,20,Male,93974,Canada,New York,2049-08-31,4,Business,Bus,Hostel,794,472,322,1,Lufthansa,Sightseeing,India
9376,40,Other,96154,USA,New York,2049-09-01,4,Business,Plane,Airbnb,1610,647,963,3,Lufthansa,Sightseeing,India
9377,22,Other,76973,Australia,Sydney,2049-09-02,6,Leisure,Plane,Resort,8141,3918,4223,5,Delta,Sightseeing,India
9378,45,Male,58981,USA,Tokyo,2049-09-03,14,Leisure,Train,Hostel,2670,958,1712,3,Delta,Cultural Exploration,India
9379,60,Male,103621,Canada,Paris,2049-09-04,8,Family Visit,Car,Hotel,6775,2082,4693,1,Qatar,Sightseeing,India
9380,59,Other,147581,Canada,Tokyo,2049-09-05,16,Leisure,Plane,Resort,7521,4309,3212,4,Lufthansa,Sightseeing,India
9381,61,Other,95412,Canada,Paris,2049-09-06,7,Family Visit,Car,Hostel,8778,4421,4357,1,Emirates,Adventure Sports,India
9382,69,Other,47356,India,Cape Town,2049-09-07,6,Leisure,Bus,Airbnb,6037,3521,2516,5,United,Relaxation,India
9383,60,Male,81082,UK,Cape Town,2049-09-08,4,Family Visit,Bus,Resort,4356,2352,2004,2,Lufthansa,Adventure Sports,India
9384,36,Male,73267,UK,Cape Town,2049-09-09,1,Family Visit,Bus,Hotel,8737,5012,3725,1,Lufthansa,Cultural Exploration,India
9385,28,Other,143855,Australia,Sydney,2049-09-10,12,Family Visit,Bus,Hostel,9641,3542,6099,2,United,Sightseeing,India
9386,44,Other,128527,Australia,Paris,2049-09-11,2,Leisure,Train,Hostel,6619,3503,3116,3,Delta,Relaxation,India
9387,18,Other,98388,Australia,Rio de Janeiro,2049-09-12,2,Business,Plane,Hostel,4778,2012,2766,5,Qatar,Sightseeing,India
9388,20,Male,130333,Australia,Sydney,2049-09-13,20,Leisure,Bus,Resort,9954,2998,6956,5,Qatar,Cultural Exploration,India
9389,68,Male,89536,UK,New York,2049-09-14,18,Family Visit,Car,Hostel,7296,3402,3894,4,Delta,Cultural Exploration,India
9390,64,Other,99876,India,Paris,2049-09-15,6,Family Visit,Plane,Resort,7727,3836,3891,3,Emirates,Cultural Exploration,India
9391,69,Female,63713,India,Cape Town,2049-09-16,11,Business,Train,Resort,1240,610,630,1,Qatar,Cultural Exploration,India
9392,60,Male,63904,Canada,Paris,2049-09-17,4,Business,Plane,Hostel,6170,3498,2672,1,Lufthansa,Adventure Sports,India
9393,53,Female,78298,Canada,Tokyo,2049-09-18,17,Family Visit,Car,Resort,6798,2166,4632,2,Emirates,Sightseeing,India
9394,40,Female,87544,India,New York,2049-09-19,9,Leisure,Train,Airbnb,1145,570,575,3,Qatar,Relaxation,India
9395,60,Female,40072,UK,Sydney,2049-09-20,18,Business,Bus,Resort,7288,4209,3079,4,Delta,Relaxation,India
9396,63,Female,25548,Australia,Paris,2049-09-21,11,Family Visit,Train,Hotel,9404,2964,6440,2,Qatar,Cultural Exploration,India
9397,46,Male,84747,India,Rio de Janeiro,2049-09-22,11,Family Visit,Train,Resort,8126,3866,4260,4,Qatar,Cultural Exploration,India
9398,55,Male,147023,India,Paris,2049-09-23,2,Family Visit,Bus,Airbnb,9143,4012,5131,3,Emirates,Sightseeing,India
9399,27,Other,142951,UK,Tokyo,2049-09-24,11,Leisure,Car,Airbnb,6387,2698,3689,1,Emirates,Relaxation,India
9400,30,Male,72733,Australia,Sydney,2049-09-25,19,Family Visit,Train,Hostel,3679,1443,2236,3,Lufthansa,Sightseeing,India
9401,35,Other,69843,USA,Cape Town,2049-09-26,1,Leisure,Plane,Airbnb,9250,5127,4123,5,Qatar,Relaxation,India
9402,19,Other,33410,Australia,Tokyo,2049-09-27,10,Family Visit,Car,Resort,8713,3466,5247,2,United,Sightseeing,India
9403,51,Female,92733,India,Sydney,2049-09-28,6,Business,Plane,Hotel,1006,388,618,3,Lufthansa,Adventure Sports,India
9404,21,Female,31993,Canada,Tokyo,2049-09-29,4,Leisure,Car,Resort,9673,4231,5442,5,Lufthansa,Adventure Sports,India
9405,30,Other,72632,USA,Cape Town,2049-09-30,1,Leisure,Train,Resort,2933,1648,1285,4,Emirates,Relaxation,India
9406,24,Female,112805,Canada,New York,2049-10-01,2,Family Visit,Bus,Airbnb,7582,3343,4239,2,Qatar,Adventure Sports,India
9407,54,Female,149413,Canada,Tokyo,2049-10-02,7,Leisure,Car,Resort,9473,4358,5115,2,Emirates,Adventure Sports,India
9408,24,Female,58117,India,Paris,2049-10-03,6,Leisure,Car,Resort,5625,2229,3396,5,Qatar,Adventure Sports,India
9409,18,Other,139423,UK,New York,2049-10-04,12,Family Visit,Train,Hotel,9513,5294,4219,3,United,Cultural Exploration,India
9410,67,Male,89814,Australia,Cape Town,2049-10-05,2,Leisure,Train,Hostel,4259,1963,2296,3,Lufthansa,Cultural Exploration,India
9411,31,Other,95297,USA,Sydney,2049-10-06,4,Leisure,Bus,Resort,1312,446,866,2,Qatar,Adventure Sports,India
9412,55,Other,69836,Canada,Rio de Janeiro,2049-10-07,18,Business,Plane,Hotel,9123,3000,6123,1,Emirates,Relaxation,India
9413,34,Male,50558,USA,Tokyo,2049-10-08,15,Leisure,Bus,Hostel,7506,3791,3715,3,Lufthansa,Adventure Sports,India
9414,43,Male,41562,UK,Rio de Janeiro,2049-10-09,14,Business,Plane,Hostel,7056,2707,4349,1,Qatar,Cultural Exploration,India
9415,63,Female,86891,UK,New York,2049-10-10,14,Business,Car,Hotel,4561,2251,2310,4,Qatar,Cultural Exploration,India
9416,49,Other,27542,USA,New York,2049-10-11,19,Family Visit,Train,Resort,8344,4822,3522,5,Delta,Relaxation,India
9417,42,Other,50721,Australia,New York,2049-10-12,18,Family Visit,Plane,Hotel,3428,1811,1617,1,Qatar,Sightseeing,India
9418,60,Male,125778,UK,Paris,2049-10-13,5,Leisure,Plane,Resort,4894,1586,3308,2,Qatar,Cultural Exploration,India
9419,55,Male,99151,USA,Cape Town,2049-10-14,2,Leisure,Train,Hostel,5935,1960,3975,3,Emirates,Sightseeing,India
9420,68,Male,125000,USA,Paris,2049-10-15,14,Family Visit,Train,Hotel,2739,1136,1603,3,Qatar,Sightseeing,India
9421,20,Female,102921,USA,Sydney,2049-10-16,11,Leisure,Plane,Resort,5970,1944,4026,1,United,Adventure Sports,India
9422,60,Female,149374,USA,New York,2049-10-17,1,Business,Car,Hostel,5945,2199,3746,1,Delta,Relaxation,India
9423,42,Female,103076,UK,Sydney,2049-10-18,1,Family Visit,Plane,Resort,8636,3013,5623,3,Emirates,Sightseeing,India
9424,67,Female,69128,UK,Rio de Janeiro,2049-10-19,20,Leisure,Car,Resort,9290,4247,5043,1,Lufthansa,Relaxation,India
9425,50,Other,104673,India,Rio de Janeiro,2049-10-20,3,Family Visit,Plane,Hostel,3996,1377,2619,5,United,Relaxation,India
9426,46,Male,94885,Canada,Rio de Janeiro,2049-10-21,12,Leisure,Bus,Resort,8874,3130,5744,1,Emirates,Cultural Exploration,India
9427,27,Female,128417,Canada,New York,2049-10-22,11,Leisure,Bus,Hostel,7044,2256,4788,5,Qatar,Cultural Exploration,India
9428,55,Female,96970,Australia,New York,2049-10-23,13,Business,Plane,Hostel,984,583,401,2,Emirates,Relaxation,India
9429,25,Male,54660,Australia,Cape Town,2049-10-24,4,Family Visit,Plane,Hotel,9734,5136,4598,3,Delta,Sightseeing,India
9430,32,Other,51543,Australia,New York,2049-10-25,12,Leisure,Bus,Resort,1724,620,1104,1,Delta,Adventure Sports,India
9431,52,Male,56862,USA,Rio de Janeiro,2049-10-26,13,Business,Car,Hotel,3917,1591,2326,5,Emirates,Adventure Sports,India
9432,27,Male,100719,Canada,Cape Town,2049-10-27,15,Business,Car,Hotel,3521,1505,2016,3,Qatar,Relaxation,India
9433,67,Female,84151,India,Sydney,2049-10-28,17,Leisure,Plane,Resort,4829,1672,3157,4,United,Sightseeing,India
9434,48,Male,53211,Australia,Tokyo,2049-10-29,14,Business,Bus,Resort,3863,2238,1625,3,United,Sightseeing,India
9435,53,Female,81044,Australia,Sydney,2049-10-30,9,Business,Train,Airbnb,4232,1683,2549,2,Delta,Relaxation,India
9436,59,Female,127778,USA,New York,2049-10-31,3,Family Visit,Car,Hotel,7371,4268,3103,1,United,Cultural Exploration,India
9437,51,Other,149308,USA,Rio de Janeiro,2049-11-01,8,Business,Car,Airbnb,9921,4580,5341,5,Qatar,Relaxation,India
9438,29,Other,73938,India,Sydney,2049-11-02,6,Business,Train,Hotel,1354,427,927,3,Delta,Cultural Exploration,India
9439,46,Other,107053,USA,Tokyo,2049-11-03,12,Leisure,Plane,Hotel,7172,3743,3429,4,Lufthansa,Relaxation,India
9440,29,Other,112583,Australia,Cape Town,2049-11-04,19,Family Visit,Car,Resort,7554,2757,4797,4,Delta,Adventure Sports,India
9441,55,Male,136621,India,New York,2049-11-05,8,Business,Train,Hotel,7135,2425,4710,4,Qatar,Sightseeing,India
9442,53,Male,136770,Australia,New York,2049-11-06,19,Business,Train,Resort,2712,849,1863,1,United,Sightseeing,India
9443,69,Other,115389,UK,Rio de Janeiro,2049-11-07,18,Family Visit,Bus,Resort,1989,970,1019,1,United,Adventure Sports,India
9444,64,Female,95743,USA,New York,2049-11-08,14,Family Visit,Bus,Hotel,9934,4728,5206,4,Emirates,Cultural Exploration,India
9445,64,Male,25554,Australia,Tokyo,2049-11-09,11,Leisure,Bus,Hotel,6301,2318,3983,2,Lufthansa,Sightseeing,India
9446,50,Male,147822,India,Cape Town,2049-11-10,13,Business,Plane,Hotel,4596,2374,2222,3,Lufthansa,Relaxation,India
9447,47,Female,136444,India,Cape Town,2049-11-11,15,Family Visit,Car,Airbnb,9324,3105,6219,4,United,Sightseeing,India
9448,59,Male,90868,USA,Sydney,2049-11-12,8,Family Visit,Bus,Hotel,9657,4959,4698,2,Emirates,Adventure Sports,India
9449,42,Other,39606,UK,Tokyo,2049-11-13,12,Family Visit,Car,Hostel,6653,3927,2726,5,United,Adventure Sports,India
9450,35,Female,147704,Canada,Paris,2049-11-14,10,Business,Bus,Resort,8508,3845,4663,5,Emirates,Cultural Exploration,India
9451,60,Male,129172,Australia,Paris,2049-11-15,8,Family Visit,Bus,Hostel,5921,3236,2685,2,Lufthansa,Adventure Sports,India
9452,62,Male,138528,India,New York,2049-11-16,8,Business,Bus,Hotel,4430,1809,2621,1,Emirates,Relaxation,India
9453,61,Other,59047,Canada,Cape Town,2049-11-17,8,Family Visit,Car,Resort,2126,1180,946,3,Delta,Sightseeing,India
9454,44,Male,93544,Australia,Cape Town,2049-11-18,6,Leisure,Plane,Resort,6946,2749,4197,4,Delta,Cultural Exploration,India
9455,69,Other,45757,UK,Rio de Janeiro,2049-11-19,6,Business,Car,Airbnb,2645,1445,1200,2,Emirates,Relaxation,India
9456,35,Male,89186,Australia,New York,2049-11-20,15,Business,Plane,Resort,4426,1838,2588,3,Emirates,Relaxation,India
9457,32,Female,144308,Australia,Tokyo,2049-11-21,11,Leisure,Train,Hotel,6021,2572,3449,5,Lufthansa,Adventure Sports,India
9458,23,Other,38425,USA,Sydney,2049-11-22,6,Family Visit,Car,Hotel,8467,2546,5921,2,Emirates,Sightseeing,India
9459,41,Other,45452,India,Cape Town,2049-11-23,9,Leisure,Plane,Resort,5001,1960,3041,4,Lufthansa,Adventure Sports,India
9460,50,Other,20780,UK,Sydney,2049-11-24,1,Business,Bus,Hostel,1754,949,805,1,Qatar,Sightseeing,India
9461,30,Male,111569,India,Cape Town,2049-11-25,17,Leisure,Bus,Hotel,1383,709,674,3,Lufthansa,Sightseeing,India
9462,57,Other,87949,UK,New York,2049-11-26,4,Business,Train,Hotel,5813,1861,3952,4,Qatar,Adventure Sports,India
9463,19,Female,32972,Australia,Paris,2049-11-27,7,Family Visit,Car,Hotel,8532,4868,3664,3,Qatar,Adventure Sports,India
9464,55,Female,84943,Canada,Tokyo,2049-11-28,6,Leisure,Plane,Hostel,2149,1040,1109,3,Lufthansa,Cultural Exploration,India
9465,57,Male,126495,Canada,Paris,2049-11-29,14,Family Visit,Car,Airbnb,4726,2077,2649,1,United,Cultural Exploration,India
9466,51,Other,32414,Australia,Rio de Janeiro,2049-11-30,17,Family Visit,Train,Hotel,8598,2767,5831,1,Qatar,Adventure Sports,India
9467,55,Male,38618,India,Sydney,2049-12-01,5,Family Visit,Bus,Hostel,9495,3746,5749,2,United,Adventure Sports,India
9468,66,Male,133000,Australia,Paris,2049-12-02,2,Leisure,Car,Airbnb,2338,1371,967,5,United,Relaxation,India
9469,45,Female,31504,Australia,Rio de Janeiro,2049-12-03,13,Leisure,Car,Airbnb,9292,3516,5776,1,United,Cultural Exploration,India
9470,42,Male,52391,India,Rio de Janeiro,2049-12-04,3,Leisure,Bus,Airbnb,9289,5534,3755,1,Delta,Sightseeing,India
9471,51,Female,84805,Australia,Cape Town,2049-12-05,16,Business,Bus,Airbnb,9698,4172,5526,3,United,Adventure Sports,India
9472,38,Male,108650,Australia,Tokyo,2049-12-06,9,Leisure,Plane,Hotel,2084,704,1380,5,Delta,Cultural Exploration,India
9473,21,Male,89134,UK,Tokyo,2049-12-07,12,Family Visit,Plane,Airbnb,5604,2654,2950,1,Delta,Relaxation,India
9474,69,Male,32114,UK,Tokyo,2049-12-08,18,Family Visit,Car,Hostel,8692,5172,3520,4,Qatar,Adventure Sports,India
9475,33,Other,93842,India,Cape Town,2049-12-09,13,Business,Car,Hotel,4019,2257,1762,2,Delta,Relaxation,India
9476,52,Female,110941,UK,Rio de Janeiro,2049-12-10,9,Leisure,Car,Hostel,4447,2004,2443,1,Qatar,Adventure Sports,India
9477,33,Female,59951,India,Paris,2049-12-11,2,Leisure,Bus,Hotel,9207,5471,3736,2,Lufthansa,Relaxation,India
9478,66,Male,47915,UK,Tokyo,2049-12-12,9,Leisure,Train,Resort,6467,3248,3219,5,Delta,Adventure Sports,India
9479,26,Female,90562,India,Rio de Janeiro,2049-12-13,2,Family Visit,Bus,Resort,2613,948,1665,3,Qatar,Adventure Sports,India
9480,33,Female,124254,Australia,New York,2049-12-14,19,Leisure,Train,Hostel,7237,4317,2920,3,Lufthansa,Cultural Exploration,India
9481,41,Other,102984,Canada,Sydney,2049-12-15,18,Business,Bus,Hostel,7635,2886,4749,1,Lufthansa,Adventure Sports,India
9482,56,Other,66486,USA,Tokyo,2049-12-16,9,Leisure,Train,Resort,2221,1016,1205,4,Delta,Adventure Sports,India
9483,40,Other,99543,UK,Tokyo,2049-12-17,9,Leisure,Plane,Hotel,8937,4197,4740,1,Qatar,Cultural Exploration,India
9484,36,Male,56351,USA,New York,2049-12-18,19,Family Visit,Train,Hostel,2386,1359,1027,1,United,Cultural Exploration,India
9485,62,Other,91877,India,Cape Town,2049-12-19,9,Leisure,Train,Resort,6559,3112,3447,1,Qatar,Relaxation,India
9486,33,Other,132370,USA,Cape Town,2049-12-20,13,Family Visit,Plane,Hotel,4323,1577,2746,4,Qatar,Relaxation,India
9487,40,Male,127324,Canada,Paris,2049-12-21,16,Leisure,Bus,Hostel,1178,615,563,5,Delta,Cultural Exploration,India
9488,18,Other,91756,Australia,Rio de Janeiro,2049-12-22,2,Leisure,Car,Airbnb,3567,2138,1429,2,Qatar,Adventure Sports,India
9489,47,Female,40376,India,Cape Town,2049-12-23,2,Business,Bus,Hotel,3594,2103,1491,2,Lufthansa,Relaxation,India
9490,30,Male,86639,India,New York,2049-12-24,3,Business,Train,Resort,1950,1049,901,1,Lufthansa,Cultural Exploration,India
9491,24,Female,78853,Australia,Rio de Janeiro,2049-12-25,17,Business,Bus,Hostel,2247,956,1291,1,Delta,Cultural Exploration,India
9492,53,Female,131481,India,Sydney,2049-12-26,6,Family Visit,Car,Resort,4617,1449,3168,3,Emirates,Adventure Sports,India
9493,23,Female,81249,Canada,Tokyo,2049-12-27,1,Business,Car,Hotel,6592,3731,2861,4,Lufthansa,Sightseeing,India
9494,60,Other,89763,UK,Paris,2049-12-28,9,Family Visit,Bus,Airbnb,3745,1380,2365,3,United,Adventure Sports,India
9495,20,Male,115281,UK,Sydney,2049-12-29,1,Family Visit,Plane,Airbnb,1330,533,797,2,Qatar,Relaxation,India
9496,25,Male,102275,USA,Paris,2049-12-30,20,Business,Car,Hostel,6288,2269,4019,5,United,Sightseeing,India
9497,65,Male,113069,UK,Rio de Janeiro,2049-12-31,14,Business,Bus,Hotel,6947,3873,3074,3,Delta,Cultural Exploration,India
9498,66,Female,24001,USA,Cape Town,2050-01-01,11,Family Visit,Plane,Airbnb,6534,2232,4302,3,Lufthansa,Relaxation,India
9499,67,Female,133740,Australia,New York,2050-01-02,16,Leisure,Train,Airbnb,4748,2201,2547,5,Delta,Relaxation,India
9500,39,Male,25264,UK,New York,2050-01-03,15,Business,Car,Resort,8115,3341,4774,5,Delta,Relaxation,India
9501,37,Male,81902,UK,Cape Town,2050-01-04,4,Leisure,Bus,Resort,8638,2891,5747,3,Qatar,Adventure Sports,India
9502,25,Female,137069,Canada,Rio de Janeiro,2050-01-05,13,Leisure,Car,Hotel,9279,3812,5467,5,Emirates,Cultural Exploration,India
9503,27,Male,116576,India,Sydney,2050-01-06,8,Family Visit,Train,Airbnb,6092,3010,3082,2,Emirates,Adventure Sports,India
9504,22,Other,26949,Australia,Tokyo,2050-01-07,4,Business,Train,Hostel,2050,1034,1016,2,United,Cultural Exploration,India
9505,18,Male,75482,USA,Rio de Janeiro,2050-01-08,17,Leisure,Plane,Hotel,5900,1902,3998,5,Lufthansa,Sightseeing,India
9506,19,Female,138362,Canada,Tokyo,2050-01-09,20,Business,Plane,Airbnb,896,529,367,4,Qatar,Cultural Exploration,India
9507,27,Male,75436,Australia,Sydney,2050-01-10,6,Leisure,Plane,Hotel,6387,2569,3818,2,Qatar,Cultural Exploration,India
9508,22,Male,21211,India,Rio de Janeiro,2050-01-11,13,Leisure,Car,Hostel,858,322,536,2,Qatar,Relaxation,India
9509,48,Male,57234,Canada,Rio de Janeiro,2050-01-12,18,Leisure,Plane,Airbnb,1724,930,794,5,Delta,Relaxation,India
9510,64,Other,52943,Canada,Sydney,2050-01-13,15,Leisure,Car,Resort,5198,3044,2154,3,United,Relaxation,India
9511,20,Female,56824,Canada,Rio de Janeiro,2050-01-14,19,Business,Plane,Hostel,2459,882,1577,2,Delta,Cultural Exploration,India
9512,51,Female,27246,USA,New York,2050-01-15,14,Business,Car,Resort,8466,3954,4512,2,Emirates,Adventure Sports,India
9513,61,Male,84587,India,Cape Town,2050-01-16,1,Business,Car,Hostel,9852,5041,4811,5,Lufthansa,Cultural Exploration,India
9514,68,Male,139981,India,Sydney,2050-01-17,19,Family Visit,Bus,Hostel,9410,4276,5134,3,Emirates,Cultural Exploration,India
9515,41,Male,60185,Canada,Paris,2050-01-18,16,Family Visit,Bus,Airbnb,6650,3138,3512,1,Emirates,Sightseeing,India
9516,36,Male,111524,Canada,Rio de Janeiro,2050-01-19,19,Leisure,Bus,Airbnb,1908,973,935,4,Delta,Relaxation,India
9517,56,Female,139864,Canada,Tokyo,2050-01-20,7,Business,Train,Hostel,672,272,400,2,Delta,Sightseeing,India
9518,29,Male,93704,Australia,New York,2050-01-21,3,Business,Car,Airbnb,5135,2971,2164,3,Emirates,Cultural Exploration,India
9519,66,Other,69787,USA,New York,2050-01-22,18,Business,Train,Airbnb,3613,1283,2330,2,Lufthansa,Relaxation,India
9520,35,Male,88166,Australia,Sydney,2050-01-23,6,Family Visit,Train,Airbnb,6379,2854,3525,4,United,Relaxation,India
9521,63,Female,141820,Canada,New York,2050-01-24,8,Family Visit,Train,Resort,761,285,476,5,Qatar,Relaxation,India
9522,21,Other,20381,USA,Cape Town,2050-01-25,2,Family Visit,Plane,Hostel,2504,1199,1305,5,Qatar,Adventure Sports,India
9523,50,Female,76303,Australia,Paris,2050-01-26,13,Business,Bus,Hostel,1457,538,919,5,Lufthansa,Relaxation,India
9524,36,Female,121372,Australia,Rio de Janeiro,2050-01-27,10,Leisure,Bus,Hotel,2482,1030,1452,4,Lufthansa,Adventure Sports,India
9525,34,Female,52263,Australia,Cape Town,2050-01-28,7,Family Visit,Bus,Hotel,1266,557,709,4,Lufthansa,Relaxation,India
9526,55,Other,123076,Australia,Rio de Janeiro,2050-01-29,1,Business,Car,Airbnb,1738,722,1016,3,Qatar,Adventure Sports,India
9527,62,Other,69527,UK,Cape Town,2050-01-30,7,Business,Train,Resort,1440,746,694,2,Delta,Relaxation,India
9528,45,Female,50354,Australia,Paris,2050-01-31,15,Leisure,Bus,Hostel,7674,4394,3280,1,United,Adventure Sports,India
9529,29,Female,58702,USA,Cape Town,2050-02-01,4,Leisure,Bus,Airbnb,5847,3026,2821,1,Emirates,Relaxation,India
9530,62,Female,89193,India,Paris,2050-02-02,3,Leisure,Car,Hostel,3517,1178,2339,2,Delta,Sightseeing,India
9531,69,Female,85345,USA,Paris,2050-02-03,9,Leisure,Bus,Hotel,8438,3651,4787,5,United,Relaxation,India
9532,49,Male,117683,UK,Sydney,2050-02-04,15,Family Visit,Plane,Airbnb,5566,2536,3030,2,Emirates,Adventure Sports,India
9533,57,Male,66817,USA,Rio de Janeiro,2050-02-05,15,Family Visit,Bus,Resort,4061,1305,2756,5,United,Relaxation,India
9534,62,Male,105817,USA,New York,2050-02-06,12,Leisure,Bus,Resort,7955,4381,3574,5,Lufthansa,Relaxation,India
9535,43,Male,80901,UK,Rio de Janeiro,2050-02-07,18,Family Visit,Car,Hotel,1729,803,926,3,Emirates,Sightseeing,India
9536,25,Other,144092,UK,Sydney,2050-02-08,6,Leisure,Plane,Resort,9845,3922,5923,3,Qatar,Relaxation,India
9537,40,Other,104103,USA,Paris,2050-02-09,6,Leisure,Plane,Hotel,8390,2794,5596,4,Qatar,Sightseeing,India
9538,34,Other,105096,Canada,Cape Town,2050-02-10,1,Family Visit,Bus,Hotel,598,348,250,1,Emirates,Cultural Exploration,India
9539,36,Male,64978,Australia,Tokyo,2050-02-11,3,Family Visit,Plane,Hostel,5765,2768,2997,2,Qatar,Relaxation,India
9540,28,Female,138160,Canada,Rio de Janeiro,2050-02-12,6,Leisure,Bus,Hostel,4312,1535,2777,1,United,Sightseeing,India
9541,32,Other,44162,India,Cape Town,2050-02-13,8,Business,Bus,Hotel,3557,1584,1973,4,Lufthansa,Adventure Sports,India
9542,36,Other,58553,USA,Paris,2050-02-14,14,Family Visit,Car,Airbnb,4268,1914,2354,1,Emirates,Sightseeing,India
9543,41,Female,28003,Australia,Paris,2050-02-15,16,Leisure,Bus,Hostel,6168,2016,4152,2,Qatar,Relaxation,India
9544,35,Other,67413,Australia,Cape Town,2050-02-16,2,Leisure,Train,Airbnb,9382,5388,3994,1,United,Sightseeing,India
9545,19,Male,121586,Canada,New York,2050-02-17,3,Business,Car,Hotel,3538,1898,1640,1,United,Cultural Exploration,India
9546,33,Female,51432,UK,Rio de Janeiro,2050-02-18,4,Business,Car,Hostel,7583,2329,5254,1,United,Cultural Exploration,India
9547,27,Male,80068,UK,Cape Town,2050-02-19,1,Business,Plane,Airbnb,1599,590,1009,1,Emirates,Sightseeing,India
9548,67,Male,84751,UK,New York,2050-02-20,20,Family Visit,Bus,Hostel,6992,2259,4733,2,Lufthansa,Adventure Sports,India
9549,27,Other,136422,India,Tokyo,2050-02-21,20,Business,Car,Hotel,8322,4694,3628,1,Qatar,Relaxation,India
9550,28,Other,83429,Canada,Sydney,2050-02-22,4,Business,Train,Resort,6018,3484,2534,2,Emirates,Adventure Sports,India
9551,22,Other,51702,Australia,Sydney,2050-02-23,8,Business,Car,Hotel,7419,4359,3060,3,Delta,Adventure Sports,India
9552,44,Male,125617,India,Cape Town,2050-02-24,14,Family Visit,Car,Hostel,9442,4588,4854,3,Qatar,Adventure Sports,India
9553,64,Other,138929,USA,Rio de Janeiro,2050-02-25,5,Business,Plane,Hostel,7915,4079,3836,3,Delta,Relaxation,India
9554,30,Female,23871,Australia,Sydney,2050-02-26,20,Leisure,Plane,Airbnb,9371,3440,5931,2,United,Relaxation,India
9555,26,Female,141334,India,New York,2050-02-27,19,Leisure,Car,Hotel,3517,1833,1684,3,United,Relaxation,India
9556,65,Female,33408,India,Tokyo,2050-02-28,8,Business,Bus,Hostel,5727,2104,3623,5,Qatar,Adventure Sports,India
9557,27,Male,36760,UK,Cape Town,2050-03-01,18,Leisure,Train,Resort,2258,873,1385,1,Delta,Sightseeing,India
9558,19,Male,144714,UK,Sydney,2050-03-02,7,Leisure,Train,Hotel,8918,5177,3741,3,Qatar,Adventure Sports,India
9559,51,Female,30985,USA,Paris,2050-03-03,6,Leisure,Train,Hotel,3415,1306,2109,1,United,Adventure Sports,India
9560,39,Other,107394,Australia,Cape Town,2050-03-04,15,Business,Bus,Resort,7646,2353,5293,2,Emirates,Adventure Sports,India
9561,60,Male,94370,USA,Sydney,2050-03-05,18,Family Visit,Bus,Hotel,5863,2974,2889,3,United,Relaxation,India
9562,31,Other,45738,Australia,Tokyo,2050-03-06,16,Family Visit,Plane,Airbnb,9857,5279,4578,5,United,Relaxation,India
9563,38,Female,70090,Australia,Rio de Janeiro,2050-03-07,1,Family Visit,Plane,Hotel,2262,872,1390,4,Delta,Adventure Sports,India
9564,48,Female,49100,India,Cape Town,2050-03-08,17,Leisure,Bus,Airbnb,1282,643,639,5,Delta,Relaxation,India
9565,45,Other,124876,Canada,Sydney,2050-03-09,5,Leisure,Plane,Resort,3097,1228,1869,5,United,Relaxation,India
9566,38,Other,107647,Canada,Tokyo,2050-03-10,15,Family Visit,Plane,Airbnb,6369,2365,4004,5,Qatar,Adventure Sports,India
9567,62,Female,55433,UK,Paris,2050-03-11,7,Family Visit,Train,Hotel,5026,2376,2650,4,United,Cultural Exploration,India
9568,38,Other,147967,UK,Paris,2050-03-12,18,Leisure,Plane,Hostel,6048,3138,2910,3,United,Adventure Sports,India
9569,30,Other,44346,UK,Tokyo,2050-03-13,5,Leisure,Bus,Resort,6634,3213,3421,3,Emirates,Sightseeing,India
9570,60,Other,48210,UK,Paris,2050-03-14,12,Family Visit,Train,Airbnb,2396,981,1415,4,Lufthansa,Sightseeing,India
9571,46,Male,34630,USA,Rio de Janeiro,2050-03-15,18,Business,Car,Hotel,8853,3853,5000,1,Lufthansa,Sightseeing,India
9572,41,Female,36761,USA,Paris,2050-03-16,8,Business,Bus,Airbnb,6760,2458,4302,4,Qatar,Relaxation,India
9573,36,Other,74223,UK,Paris,2050-03-17,19,Family Visit,Train,Hotel,4355,2419,1936,5,Emirates,Relaxation,India
